month_to_take_fromEnvData	dayofsampling	Month	year	Site	File_info	databace	env_factor	Year	variable	value
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_tmin_2014.nc	./TerraClimate	tmin	2014	Mar_Spring	2.22
Mar_Spring_2014	2	apr	2014	WH	./TerraClimate_swe_2014.nc	./TerraClimate	swe	2014	Mar_Spring	0
Mar_Spring_2014	2	apr	2014	EY	./TerraClimate_tmin_2014.nc	./TerraClimate	tmin	2014	Mar_Spring	1.64
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_vpd_2014.nc	./TerraClimate	vpd	2014	Mar_Spring	0.42
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_pet_2014.nc	./TerraClimate	pet	2014	Mar_Spring	52.7
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_q_2014.nc	./TerraClimate	q	2014	Mar_Spring	0.7
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_vap_2014.nc	./TerraClimate	vap	2014	Mar_Spring	0.691
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_PDSI_2014.nc	./TerraClimate	PDSI	2014	Mar_Spring	-2.01
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_ws_2014.nc	./TerraClimate	ws	2014	Mar_Spring	2.13
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_ws_2014.nc	./TerraClimate	ws	2014	Mar_Spring	2.15
Mar_Spring_2014	2	apr	2014	EY	./TerraClimate_PDSI_2014.nc	./TerraClimate	PDSI	2014	Mar_Spring	-1.87
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_swe_2014.nc	./TerraClimate	swe	2014	Mar_Spring	0
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_def_2014.nc	./TerraClimate	def	2014	Mar_Spring	14.5
Mar_Spring_2014	2	apr	2014	EY	./TerraClimate_def_2014.nc	./TerraClimate	def	2014	Mar_Spring	13.2
Mar_Spring_2014	2	apr	2014	WH	./TerraClimate_tmax_2014.nc	./TerraClimate	tmax	2014	Mar_Spring	13.74
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_vpd_2014.nc	./TerraClimate	vpd	2014	Mar_Spring	0.43
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_pet_2014.nc	./TerraClimate	pet	2014	Mar_Spring	52.4
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_aet_2014.nc	./TerraClimate	aet	2014	Mar_Spring	38.8
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_srad_2014.nc	./TerraClimate	srad	2014	Mar_Spring	147.598892144296
Mar_Spring_2014	2	apr	2014	EY	./TerraClimate_q_2014.nc	./TerraClimate	q	2014	Mar_Spring	0.8
Mar_Spring_2014	2	apr	2014	WH	./TerraClimate_q_2014.nc	./TerraClimate	q	2014	Mar_Spring	0.7
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_swe_2014.nc	./TerraClimate	swe	2014	Mar_Spring	0
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_PDSI_2014.nc	./TerraClimate	PDSI	2014	Mar_Spring	-1.9
Mar_Spring_2014	2	apr	2014	EY	./TerraClimate_ppt_2014.nc	./TerraClimate	ppt	2014	Mar_Spring	15.8
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_soil_2014.nc	./TerraClimate	soil	2014	Mar_Spring	36.3
Mar_Spring_2014	2	apr	2014	JUG	./TerraClimate_q_2014.nc	./TerraClimate	q	2014	Mar_Spring	0.7
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_pet_2014.nc	./TerraClimate	pet	2014	Mar_Spring	52.7
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_soil_2014.nc	./TerraClimate	soil	2014	Mar_Spring	36.9
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_vpd_2014.nc	./TerraClimate	vpd	2014	Mar_Spring	0.43
Mar_Spring_2014	2	apr	2014	JUG	./TerraClimate_PDSI_2014.nc	./TerraClimate	PDSI	2014	Mar_Spring	-2
Mar_Spring_2014	2	apr	2014	ERG	./TerraClimate_q_2014.nc	./TerraClimate	q	2014	Mar_Spring	0.8
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_srad_2014.nc	./TerraClimate	srad	2014	Mar_Spring	146.601268082769
Mar_Spring_2014	2	apr	2014	K69	./TerraClimate_srad_2014.nc	./TerraClimate	srad	2014	Mar_Spring	146.601268082769
Mar_Spring_2014	2	apr	2014	JUG	./TerraClimate_swe_2014.nc	./TerraClimate	swe	2014	Mar_Spring	0
Mar_Spring_2014	2	apr	2014	JUG	./TerraClimate_tmin_2014.nc	./TerraClimate	tmin	2014	Mar_Spring	2.47
Mar_Spring_2014	2	apr	2014	WH	./TerraClimate_srad_2014.nc	./TerraClimate	srad	2014	Mar_Spring	146.403392235854
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_soil_2014.nc	./TerraClimate	soil	2014	Mar_Spring	36.9
Mar_Spring_2014	2	apr	2014	JUG	./TerraClimate_pet_2014.nc	./TerraClimate	pet	2014	Mar_Spring	52.8
Mar_Spring_2014	2	apr	2014	EY	./TerraClimate_srad_2014.nc	./TerraClimate	srad	2014	Mar_Spring	147.903950741622
Mar_Spring_2014	2	apr	2014	PFN	./TerraClimate_ws_2014.nc	./TerraClimate	ws	2014	Mar_Spring	2.13
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_swe_2016.nc	./TerraClimate	swe	2016	Mar_Spring	0
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_soil_2016.nc	./TerraClimate	soil	2016	Mar_Spring	59.8
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_swe_2016.nc	./TerraClimate	swe	2016	Mar_Spring	0
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_vpd_2016.nc	./TerraClimate	vpd	2016	Mar_Spring	0.22
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_vpd_2016.nc	./TerraClimate	vpd	2016	Mar_Spring	0.23
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_vap_2016.nc	./TerraClimate	vap	2016	Mar_Spring	0.594
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_def_2016.nc	./TerraClimate	def	2016	Mar_Spring	0.9
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_aet_2016.nc	./TerraClimate	aet	2016	Mar_Spring	43.3
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_def_2016.nc	./TerraClimate	def	2016	Mar_Spring	0
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_soil_2016.nc	./TerraClimate	soil	2016	Mar_Spring	59.8
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_ws_2016.nc	./TerraClimate	ws	2016	Mar_Spring	2.82
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_srad_2016.nc	./TerraClimate	srad	2016	Mar_Spring	117.098937923457
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_PDSI_2016.nc	./TerraClimate	PDSI	2016	Mar_Spring	-4.1
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_ws_2016.nc	./TerraClimate	ws	2016	Mar_Spring	2.76
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_swe_2016.nc	./TerraClimate	swe	2016	Mar_Spring	0
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_soil_2016.nc	./TerraClimate	soil	2016	Mar_Spring	58.5
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_vpd_2016.nc	./TerraClimate	vpd	2016	Mar_Spring	0.22
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_ws_2016.nc	./TerraClimate	ws	2016	Mar_Spring	2.88
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_def_2016.nc	./TerraClimate	def	2016	Mar_Spring	0.9
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_vpd_2016.nc	./TerraClimate	vpd	2016	Mar_Spring	0.19
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_ws_2016.nc	./TerraClimate	ws	2016	Mar_Spring	2.82
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_def_2016.nc	./TerraClimate	def	2016	Mar_Spring	0.9
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_srad_2016.nc	./TerraClimate	srad	2016	Mar_Spring	117.50339681377
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_tmax_2016.nc	./TerraClimate	tmax	2016	Mar_Spring	8.6
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_aet_2016.nc	./TerraClimate	aet	2016	Mar_Spring	41.8
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_ppt_2016.nc	./TerraClimate	ppt	2016	Mar_Spring	39.9
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_tmax_2016.nc	./TerraClimate	tmax	2016	Mar_Spring	8.4
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_tmin_2016.nc	./TerraClimate	tmin	2016	Mar_Spring	0.4
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_PDSI_2016.nc	./TerraClimate	PDSI	2016	Mar_Spring	-3.8
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_ppt_2016.nc	./TerraClimate	ppt	2016	Mar_Spring	43.6
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_tmin_2016.nc	./TerraClimate	tmin	2016	Mar_Spring	0.2
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_vpd_2016.nc	./TerraClimate	vpd	2016	Mar_Spring	0.21
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_def_2016.nc	./TerraClimate	def	2016	Mar_Spring	0
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_srad_2016.nc	./TerraClimate	srad	2016	Mar_Spring	117.001867789782
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_srad_2016.nc	./TerraClimate	srad	2016	Mar_Spring	117.50339681377
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_tmax_2016.nc	./TerraClimate	tmax	2016	Mar_Spring	8.8
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_q_2016.nc	./TerraClimate	q	2016	Mar_Spring	2.2
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_srad_2016.nc	./TerraClimate	srad	2016	Mar_Spring	118.101995971434
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_aet_2016.nc	./TerraClimate	aet	2016	Mar_Spring	42.1
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_aet_2016.nc	./TerraClimate	aet	2016	Mar_Spring	40.6
